ticker,company,aliases,country,sector,idx_code,idx_board,listed_shares,listing_date_raw
TOTO.JK,Surya Toto Indonesia Tbk.,TOTO;TOTO.JK;Surya Toto Indonesia Tbk.;Surya Toto Indonesia,Indonesia,,TOTO,Utama,10320000000,30 Okt 1990
TOWR.JK,Sarana Menara Nusantara Tbk.,TOWR;TOWR.JK;Sarana Menara Nusantara Tbk.;Sarana Menara Nusantara,Indonesia,,TOWR,Utama,59098103731,08 Mar 2010
TPIA.JK,Chandra Asri Pacific Tbk.,TPIA;TPIA.JK;Chandra Asri Pacific Tbk.;Chandra Asri Pacific,Indonesia,,TPIA,Utama,86511545092,26 Mei 2008
TPMA.JK,Trans Power Marine Tbk.,TPMA;TPMA.JK;Trans Power Marine Tbk.;Trans Power Marine,Indonesia,,TPMA,Utama,3507420034,20 Feb 2013
TRAM.JK,Trada Alam Minera Tbk.,TRAM;TRAM.JK;Trada Alam Minera Tbk.;Trada Alam Minera,Indonesia,,TRAM,Pemantauan Khusus,49643627934,10 Sep 2008
TRIL.JK,Triwira Insanlestari Tbk.,TRIL;TRIL.JK;Triwira Insanlestari Tbk.;Triwira Insanlestari,Indonesia,,TRIL,Pemantauan Khusus,1200000000,28 Jan 2008
TRIM.JK,Trimegah Sekuritas Indonesia T,TRIM;TRIM.JK;Trimegah Sekuritas Indonesia T,Indonesia,,TRIM,Utama,7109300000,31 Jan 2000
TRIO.JK,Trikomsel Oke Tbk.,TRIO;TRIO.JK;Trikomsel Oke Tbk.;Trikomsel Oke,Indonesia,,TRIO,Pemantauan Khusus,26007494645,14 Apr 2009
TRIS.JK,Trisula International Tbk.,TRIS;TRIS.JK;Trisula International Tbk.;Trisula International,Indonesia,,TRIS,Pengembangan,3141443831,28 Jun 2012
TRST.JK,Trias Sentosa Tbk.,TRST;TRST.JK;Trias Sentosa Tbk.;Trias Sentosa,Indonesia,,TRST,Pengembangan,2808000000,02 Jul 1990
TRUS.JK,Trust Finance Indonesia Tbk,TRUS;TRUS.JK;Trust Finance Indonesia Tbk;Trust Finance Indonesia,Indonesia,,TRUS,Pengembangan,800000000,28 Nov 2002
TSPC.JK,Tempo Scan Pacific Tbk.,TSPC;TSPC.JK;Tempo Scan Pacific Tbk.;Tempo Scan Pacific,Indonesia,,TSPC,Utama,4509864300,17 Jun 1994
ULTJ.JK,Ultrajaya Milk Industry & Trad,ULTJ;ULTJ.JK;Ultrajaya Milk Industry & Trad,Indonesia,,ULTJ,Utama,10398175200,02 Jul 1990
UNIC.JK,Unggul Indah Cahaya Tbk.,UNIC;UNIC.JK;Unggul Indah Cahaya Tbk.;Unggul Indah Cahaya,Indonesia,,UNIC,Utama,383331363,06 Nov 1989
UNIT.JK,Nusantara Inti Corpora Tbk,UNIT;UNIT.JK;Nusantara Inti Corpora Tbk;Nusantara Inti Corpora,Indonesia,,UNIT,Pengembangan,75422200,18 Apr 2002
UNSP.JK,Bakrie Sumatera Plantations Tb,UNSP;UNSP.JK;Bakrie Sumatera Plantations Tb,Indonesia,,UNSP,Pemantauan Khusus,2500162344,06 Mar 1990
UNTR.JK,United Tractors Tbk.,UNTR;UNTR.JK;United Tractors Tbk.;United Tractors,Indonesia,,UNTR,Utama,3730135136,19 Sep 1989
UNVR.JK,Unilever Indonesia Tbk.,UNVR;UNVR.JK;Unilever Indonesia Tbk.;Unilever Indonesia,Indonesia,,UNVR,Utama,38150000000,11 Jan 1982
VICO.JK,Victoria Investama Tbk.,VICO;VICO.JK;Victoria Investama Tbk.;Victoria Investama,Indonesia,,VICO,Utama,15217075658,08 Jul 2013
VINS.JK,Victoria Insurance Tbk.,VINS;VINS.JK;Victoria Insurance Tbk.;Victoria Insurance,Indonesia,,VINS,Pengembangan,1553430759,28 Sep 2015
VIVA.JK,Visi Media Asia Tbk.,VIVA;VIVA.JK;Visi Media Asia Tbk.;Visi Media Asia,Indonesia,,VIVA,Pemantauan Khusus,16464270400,21 Nov 2011
VOKS.JK,Voksel Electric Tbk.,VOKS;VOKS.JK;Voksel Electric Tbk.;Voksel Electric,Indonesia,,VOKS,Pengembangan,4155602595,20 Des 1990
VRNA.JK,Mizuho Leasing Indonesia Tbk.,VRNA;VRNA.JK;Mizuho Leasing Indonesia Tbk.;Mizuho Leasing Indonesia,Indonesia,,VRNA,Pengembangan,5687353997,25 Jun 2008
WAPO.JK,Wahana Pronatural Tbk.,WAPO;WAPO.JK;Wahana Pronatural Tbk.;Wahana Pronatural,Indonesia,,WAPO,Pengembangan,1240923111,22 Jun 2001
WEHA.JK,WEHA Transportasi Indonesia Tb,WEHA;WEHA.JK;WEHA Transportasi Indonesia Tb,Indonesia,,WEHA,Pengembangan,1460554819,31 Mei 2007
WICO.JK,Wicaksana Overseas Internation,WICO;WICO.JK;Wicaksana Overseas Internation,Indonesia,,WICO,Pemantauan Khusus,2393710348,08 Agt 1994
WIIM.JK,Wismilak Inti Makmur Tbk.,WIIM;WIIM.JK;Wismilak Inti Makmur Tbk.;Wismilak Inti Makmur,Indonesia,,WIIM,Utama,2099873760,18 Des 2012
WIKA.JK,Wijaya Karya (Persero) Tbk.,WIKA;WIKA.JK;Wijaya Karya (Persero) Tbk.;Wijaya Karya (),Indonesia,,WIKA,Pemantauan Khusus,39873063858,29 Okt 2007
WINS.JK,Wintermar Offshore Marine Tbk.,WINS;WINS.JK;Wintermar Offshore Marine Tbk.;Wintermar Offshore Marine,Indonesia,,WINS,Utama,4460988262,29 Nov 2010
WOMF.JK,Wahana Ottomitra Multiartha Tb,WOMF;WOMF.JK;Wahana Ottomitra Multiartha Tb,Indonesia,,WOMF,Pengembangan,3481481480,13 Des 2004
WSKT.JK,Waskita Karya (Persero) Tbk.,WSKT;WSKT.JK;Waskita Karya (Persero) Tbk.;Waskita Karya (),Indonesia,,WSKT,Pemantauan Khusus,28806807016,19 Des 2012
WTON.JK,Wijaya Karya Beton Tbk.,WTON;WTON.JK;Wijaya Karya Beton Tbk.;Wijaya Karya Beton,Indonesia,,WTON,Utama,8715466600,08 Apr 2014
YPAS.JK,Yanaprima Hastapersada Tbk,YPAS;YPAS.JK;Yanaprima Hastapersada Tbk;Yanaprima Hastapersada,Indonesia,,YPAS,Pengembangan,668000089,05 Mar 2008
YULE.JK,Yulie Sekuritas Indonesia Tbk.,YULE;YULE.JK;Yulie Sekuritas Indonesia Tbk.;Yulie Sekuritas Indonesia,Indonesia,,YULE,Pengembangan,1785000000,10 Des 2004
ZBRA.JK,Dosni Roha Indonesia Tbk.,ZBRA;ZBRA.JK;Dosni Roha Indonesia Tbk.;Dosni Roha Indonesia,Indonesia,,ZBRA,Pemantauan Khusus,2510706263,01 Agt 1991
SHIP.JK,Sillo Maritime Perdana Tbk.,SHIP;SHIP.JK;Sillo Maritime Perdana Tbk.;Sillo Maritime Perdana,Indonesia,,SHIP,Utama,2719790000,16 Jun 2016
CASA.JK,Capital Financial Indonesia Tb,CASA;CASA.JK;Capital Financial Indonesia Tb,Indonesia,,CASA,Pengembangan,54476269803,19 Jul 2016
DAYA.JK,Duta Intidaya Tbk.,DAYA;DAYA.JK;Duta Intidaya Tbk.;Duta Intidaya,Indonesia,,DAYA,Pengembangan,2420547025,28 Jun 2016
DPUM.JK,Dua Putra Utama Makmur Tbk.,DPUM;DPUM.JK;Dua Putra Utama Makmur Tbk.;Dua Putra Utama Makmur,Indonesia,,DPUM,Pengembangan,4175000000,08 Des 2015
IDPR.JK,Indonesia Pondasi Raya Tbk.,IDPR;IDPR.JK;Indonesia Pondasi Raya Tbk.;Indonesia Pondasi Raya,Indonesia,,IDPR,Pengembangan,2003000000,10 Des 2015
JGLE.JK,Graha Andrasentra Propertindo,JGLE;JGLE.JK;Graha Andrasentra Propertindo,Indonesia,,JGLE,Pengembangan,22581909405,29 Jun 2016
KINO.JK,Kino Indonesia Tbk.,KINO;KINO.JK;Kino Indonesia Tbk.;Kino Indonesia,Indonesia,,KINO,Pengembangan,1428571500,11 Des 2015
MARI.JK,Mahaka Radio Integra Tbk.,MARI;MARI.JK;Mahaka Radio Integra Tbk.;Mahaka Radio Integra,Indonesia,,MARI,Pemantauan Khusus,5252644000,11 Feb 2016
MKNT.JK,Mitra Komunikasi Nusantara Tbk,MKNT;MKNT.JK;Mitra Komunikasi Nusantara Tbk;Mitra Komunikasi Nusantara,Indonesia,,MKNT,Pemantauan Khusus,5500000000,26 Okt 2015
MTRA.JK,Mitra Pemuda Tbk.,MTRA;MTRA.JK;Mitra Pemuda Tbk.;Mitra Pemuda,Indonesia,,MTRA,Pemantauan Khusus,770000000,10 Feb 2016
OASA.JK,Maharaksa Biru Energi Tbk.,OASA;OASA.JK;Maharaksa Biru Energi Tbk.;Maharaksa Biru Energi,Indonesia,,OASA,Pengembangan,6347220000,18 Jul 2016
POWR.JK,Cikarang Listrindo Tbk.,POWR;POWR.JK;Cikarang Listrindo Tbk.;Cikarang Listrindo,Indonesia,,POWR,Utama,16087156000,14 Jun 2016
INCF.JK,Indo Komoditi Korpora Tbk.,INCF;INCF.JK;Indo Komoditi Korpora Tbk.;Indo Komoditi Korpora,Indonesia,,INCF,Pengembangan,1438370465,06 Sep 2016
WSBP.JK,Waskita Beton Precast Tbk.,WSBP;WSBP.JK;Waskita Beton Precast Tbk.;Waskita Beton Precast,Indonesia,,WSBP,Pemantauan Khusus,56780478486,20 Sep 2016
PBSA.JK,Paramita Bangun Sarana Tbk.,PBSA;PBSA.JK;Paramita Bangun Sarana Tbk.;Paramita Bangun Sarana,Indonesia,,PBSA,Pengembangan,3000000000,28 Sep 2016
PRDA.JK,Prodia Widyahusada Tbk.,PRDA;PRDA.JK;Prodia Widyahusada Tbk.;Prodia Widyahusada,Indonesia,,PRDA,Utama,937500000,07 Des 2016
BOGA.JK,Apollo Global Interactive Tbk.,BOGA;BOGA.JK;Apollo Global Interactive Tbk.;Apollo Global Interactive,Indonesia,,BOGA,Pengembangan,3803526210,19 Des 2016
BRIS.JK,Bank Syariah Indonesia (Perser,BRIS;BRIS.JK;Bank Syariah Indonesia (Perser,Indonesia,,BRIS,Utama,45667877639,09 Mei 2018
PORT.JK,Nusantara Pelabuhan Handal Tbk,PORT;PORT.JK;Nusantara Pelabuhan Handal Tbk;Nusantara Pelabuhan Handal,Indonesia,,PORT,Utama,2813941985,16 Mar 2017
CARS.JK,Industri dan Perdagangan Bintr,CARS;CARS.JK;Industri dan Perdagangan Bintr,Indonesia,,CARS,Utama,15000000000,10 Apr 2017
MINA.JK,Sanurhasta Mitra Tbk.,MINA;MINA.JK;Sanurhasta Mitra Tbk.;Sanurhasta Mitra,Indonesia,,MINA,Pengembangan,9843750000,28 Apr 2017
CLEO.JK,Sariguna Primatirta Tbk.,CLEO;CLEO.JK;Sariguna Primatirta Tbk.;Sariguna Primatirta,Indonesia,,CLEO,Utama,24000000000,05 Mei 2017
TAMU.JK,Pelayaran Tamarin Samudra Tbk.,TAMU;TAMU.JK;Pelayaran Tamarin Samudra Tbk.;Pelayaran Tamarin Samudra,Indonesia,,TAMU,Pemantauan Khusus,37500000000,10 Mei 2017
CSIS.JK,Cahayasakti Investindo Sukses,CSIS;CSIS.JK;Cahayasakti Investindo Sukses,Indonesia,,CSIS,Pengembangan,1829800000,10 Mei 2017
TGRA.JK,Terregra Asia Energy Tbk.,TGRA;TGRA.JK;Terregra Asia Energy Tbk.;Terregra Asia Energy,Indonesia,,TGRA,Pemantauan Khusus,2750000000,16 Mei 2017
FIRE.JK,Alfa Energi Investama Tbk.,FIRE;FIRE.JK;Alfa Energi Investama Tbk.;Alfa Energi Investama,Indonesia,,FIRE,Pengembangan,1475363179,09 Jun 2017
TOPS.JK,Totalindo Eka Persada Tbk.,TOPS;TOPS.JK;Totalindo Eka Persada Tbk.;Totalindo Eka Persada,Indonesia,,TOPS,Pemantauan Khusus,33330000000,16 Jun 2017
KMTR.JK,Kirana Megatara Tbk.,KMTR;KMTR.JK;Kirana Megatara Tbk.;Kirana Megatara,Indonesia,,KMTR,Pengembangan,8215366379,19 Jun 2017
ARMY.JK,Armidian Karyatama Tbk.,ARMY;ARMY.JK;Armidian Karyatama Tbk.;Armidian Karyatama,Indonesia,,ARMY,Pemantauan Khusus,9006250000,21 Jun 2017
MAPB.JK,MAP Boga Adiperkasa Tbk.,MAPB;MAPB.JK;MAP Boga Adiperkasa Tbk.;MAP Boga Adiperkasa,Indonesia,,MAPB,Pemantauan Khusus,2387922900,21 Jun 2017
WOOD.JK,Integra Indocabinet Tbk.,WOOD;WOOD.JK;Integra Indocabinet Tbk.;Integra Indocabinet,Indonesia,,WOOD,Utama,6437500000,21 Jun 2017
HRTA.JK,Hartadinata Abadi Tbk.,HRTA;HRTA.JK;Hartadinata Abadi Tbk.;Hartadinata Abadi,Indonesia,,HRTA,Utama,4605262400,21 Jun 2017
MABA.JK,Marga Abhinaya Abadi Tbk.,MABA;MABA.JK;Marga Abhinaya Abadi Tbk.;Marga Abhinaya Abadi,Indonesia,,MABA,Pemantauan Khusus,15365229912,22 Jun 2017
HOKI.JK,Buyung Poetra Sembada Tbk.,HOKI;HOKI.JK;Buyung Poetra Sembada Tbk.;Buyung Poetra Sembada,Indonesia,,HOKI,Pengembangan,9677752680,22 Jun 2017
MPOW.JK,Megapower Makmur Tbk.,MPOW;MPOW.JK;Megapower Makmur Tbk.;Megapower Makmur,Indonesia,,MPOW,Pengembangan,816997053,05 Jul 2017
MARK.JK,Mark Dynamics Indonesia Tbk.,MARK;MARK.JK;Mark Dynamics Indonesia Tbk.;Mark Dynamics Indonesia,Indonesia,,MARK,Utama,3800000310,12 Jul 2017
NASA.JK,Andalan Perkasa Abadi Tbk.,NASA;NASA.JK;Andalan Perkasa Abadi Tbk.;Andalan Perkasa Abadi,Indonesia,,NASA,Pemantauan Khusus,11004929322,07 Agt 2017
MDKI.JK,Emdeki Utama Tbk.,MDKI;MDKI.JK;Emdeki Utama Tbk.;Emdeki Utama,Indonesia,,MDKI,Pengembangan,2530150002,25 Sep 2017
BELL.JK,Trisula Textile Industries Tbk,BELL;BELL.JK;Trisula Textile Industries Tbk;Trisula Textile Industries,Indonesia,,BELL,Pengembangan,7250000000,03 Okt 2017
KIOS.JK,Kioson Komersial Indonesia Tbk,KIOS;KIOS.JK;Kioson Komersial Indonesia Tbk;Kioson Komersial Indonesia,Indonesia,,KIOS,Pengembangan,1075862960,05 Okt 2017
GMFI.JK,Garuda Maintenance Facility Ae,GMFI;GMFI.JK;Garuda Maintenance Facility Ae,Indonesia,,GMFI,Pengembangan,124835258434,10 Okt 2017
MTWI.JK,Malacca Trust Wuwungan Insuran,MTWI;MTWI.JK;Malacca Trust Wuwungan Insuran,Indonesia,,MTWI,Pengembangan,2924486639,12 Okt 2017
ZINC.JK,Kapuas Prima Coal Tbk.,ZINC;ZINC.JK;Kapuas Prima Coal Tbk.;Kapuas Prima Coal,Indonesia,,ZINC,Pemantauan Khusus,25250000000,16 Okt 2017
MCAS.JK,M Cash Integrasi Tbk.,MCAS;MCAS.JK;M Cash Integrasi Tbk.;M Cash Integrasi,Indonesia,,MCAS,Pengembangan,867933300,01 Nov 2017
PPRE.JK,PP Presisi Tbk.,PPRE;PPRE.JK;PP Presisi Tbk.;PP Presisi,Indonesia,,PPRE,Pengembangan,10224271000,24 Nov 2017
WEGE.JK,Wijaya Karya Bangunan Gedung T,WEGE;WEGE.JK;Wijaya Karya Bangunan Gedung T,Indonesia,,WEGE,Pengembangan,9572000000,30 Nov 2017
PSSI.JK,IMC Pelita Logistik Tbk.,PSSI;PSSI.JK;IMC Pelita Logistik Tbk.;IMC Pelita Logistik,Indonesia,,PSSI,Utama,5417063153,05 Des 2017
MORA.JK,Ekamas Mora Republik Tbk.,MORA;MORA.JK;Ekamas Mora Republik Tbk.;Ekamas Mora Republik,Indonesia,,MORA,Utama,47774192736,08 Agt 2022
DWGL.JK,Dwi Guna Laksana Tbk.,DWGL;DWGL.JK;Dwi Guna Laksana Tbk.;Dwi Guna Laksana,Indonesia,,DWGL,Pengembangan,9252820991,13 Des 2017
PBID.JK,Panca Budi Idaman Tbk.,PBID;PBID.JK;Panca Budi Idaman Tbk.;Panca Budi Idaman,Indonesia,,PBID,Utama,7500000000,13 Des 2017
JMAS.JK,Asuransi Jiwa Syariah Jasa Mit,JMAS;JMAS.JK;Asuransi Jiwa Syariah Jasa Mit,Indonesia,,JMAS,Pengembangan,1000000000,18 Des 2017
CAMP.JK,Campina Ice Cream Industry Tbk,CAMP;CAMP.JK;Campina Ice Cream Industry Tbk;Campina Ice Cream Industry,Indonesia,,CAMP,Pengembangan,5885000000,19 Des 2017
IPCM.JK,Jasa Armada Indonesia Tbk.,IPCM;IPCM.JK;Jasa Armada Indonesia Tbk.;Jasa Armada Indonesia,Indonesia,,IPCM,Utama,5284811100,22 Des 2017
PCAR.JK,Prima Cakrawala Abadi Tbk.,PCAR;PCAR.JK;Prima Cakrawala Abadi Tbk.;Prima Cakrawala Abadi,Indonesia,,PCAR,Pemantauan Khusus,1166666700,29 Des 2017
LCKM.JK,LCK Global Kedaton Tbk.,LCKM;LCKM.JK;LCK Global Kedaton Tbk.;LCK Global Kedaton,Indonesia,,LCKM,Pengembangan,1000000000,16 Jan 2018
BOSS.JK,Borneo Olah Sarana Sukses Tbk.,BOSS;BOSS.JK;Borneo Olah Sarana Sukses Tbk.;Borneo Olah Sarana Sukses,Indonesia,,BOSS,Pemantauan Khusus,1400000000,15 Feb 2018
HELI.JK,Jaya Trishindo Tbk.,HELI;HELI.JK;Jaya Trishindo Tbk.;Jaya Trishindo,Indonesia,,HELI,Pengembangan,832862387,27 Mar 2018
JSKY.JK,Sky Energy Indonesia Tbk.,JSKY;JSKY.JK;Sky Energy Indonesia Tbk.;Sky Energy Indonesia,Indonesia,,JSKY,Pemantauan Khusus,2032540000,28 Mar 2018
INPS.JK,Indah Prakasa Sentosa Tbk.,INPS;INPS.JK;Indah Prakasa Sentosa Tbk.;Indah Prakasa Sentosa,Indonesia,,INPS,Pemantauan Khusus,650000000,06 Apr 2018
GHON.JK,Gihon Telekomunikasi Indonesia,GHON;GHON.JK;Gihon Telekomunikasi Indonesia,Indonesia,,GHON,Pengembangan,550000000,09 Apr 2018
TDPM.JK,Tianrong Chemicals Industry Tb,TDPM;TDPM.JK;Tianrong Chemicals Industry Tb,Indonesia,,TDPM,Pemantauan Khusus,10485050500,09 Apr 2018
DFAM.JK,Dafam Property Indonesia Tbk.,DFAM;DFAM.JK;Dafam Property Indonesia Tbk.;Dafam Property Indonesia,Indonesia,,DFAM,Pengembangan,1899852850,27 Apr 2018
NICK.JK,Charnic Capital Tbk.,NICK;NICK.JK;Charnic Capital Tbk.;Charnic Capital,Indonesia,,NICK,Pengembangan,651150000,02 Mei 2018
BTPS.JK,Bank BTPN Syariah Tbk.,BTPS;BTPS.JK;Bank BTPN Syariah Tbk.;Bank BTPN Syariah,Indonesia,,BTPS,Utama,7626663000,08 Mei 2018
SPTO.JK,Surya Pertiwi Tbk.,SPTO;SPTO.JK;Surya Pertiwi Tbk.;Surya Pertiwi,Indonesia,,SPTO,Utama,2700000000,14 Mei 2018
PRIM.JK,Royal Prima Tbk.,PRIM;PRIM.JK;Royal Prima Tbk.;Royal Prima,Indonesia,,PRIM,Pengembangan,3393434905,15 Mei 2018
HEAL.JK,Medikaloka Hermina Tbk.,HEAL;HEAL.JK;Medikaloka Hermina Tbk.;Medikaloka Hermina,Indonesia,,HEAL,Utama,15365950000,16 Mei 2018
TRUK.JK,Guna Timur Raya Tbk.,TRUK;TRUK.JK;Guna Timur Raya Tbk.;Guna Timur Raya,Indonesia,,TRUK,Pengembangan,435000000,23 Mei 2018
PZZA.JK,Sarimelati Kencana Tbk.,PZZA;PZZA.JK;Sarimelati Kencana Tbk.;Sarimelati Kencana,Indonesia,,PZZA,Pengembangan,3021875000,23 Mei 2018
TUGU.JK,Asuransi Tugu Pratama Indonesi,TUGU;TUGU.JK;Asuransi Tugu Pratama Indonesi,Indonesia,,TUGU,Utama,3555575600,28 Mei 2018
MSIN.JK,MNC Digital Entertainment Tbk.,MSIN;MSIN.JK;MNC Digital Entertainment Tbk.;MNC Digital Entertainment,Indonesia,,MSIN,Utama,60676178205,08 Jun 2018
SWAT.JK,Sriwahana Adityakarta Tbk.,SWAT;SWAT.JK;Sriwahana Adityakarta Tbk.;Sriwahana Adityakarta,Indonesia,,SWAT,Pemantauan Khusus,3019200000,08 Jun 2018
TNCA.JK,Trimuda Nuansa Citra Tbk.,TNCA;TNCA.JK;Trimuda Nuansa Citra Tbk.;Trimuda Nuansa Citra,Indonesia,,TNCA,Pengembangan,421640000,28 Jun 2018
MAPA.JK,Map Aktif Adiperkasa Tbk.,MAPA;MAPA.JK;Map Aktif Adiperkasa Tbk.;Map Aktif Adiperkasa,Indonesia,,MAPA,Utama,28504000000,05 Jul 2018
TCPI.JK,Transcoal Pacific Tbk.,TCPI;TCPI.JK;Transcoal Pacific Tbk.;Transcoal Pacific,Indonesia,,TCPI,Pengembangan,5000000000,06 Jul 2018
IPCC.JK,Indonesia Kendaraan Terminal T,IPCC;IPCC.JK;Indonesia Kendaraan Terminal T,Indonesia,,IPCC,Utama,1818384820,09 Jul 2018
RISE.JK,Jaya Sukses Makmur Sentosa Tbk,RISE;RISE.JK;Jaya Sukses Makmur Sentosa Tbk;Jaya Sukses Makmur Sentosa,Indonesia,,RISE,Pengembangan,16198599990,09 Jul 2018
BPTR.JK,Batavia Prosperindo Trans Tbk.,BPTR;BPTR.JK;Batavia Prosperindo Trans Tbk.;Batavia Prosperindo Trans,Indonesia,,BPTR,Pengembangan,3534000000,09 Jul 2018
POLL.JK,Pollux Properties Indonesia Tb,POLL;POLL.JK;Pollux Properties Indonesia Tb,Indonesia,,POLL,Pemantauan Khusus,8318823600,11 Jul 2018
NFCX.JK,NFC Indonesia Tbk.,NFCX;NFCX.JK;NFC Indonesia Tbk.;NFC Indonesia,Indonesia,,NFCX,Pengembangan,666667500,12 Jul 2018
MGRO.JK,Mahkota Group Tbk.,MGRO;MGRO.JK;Mahkota Group Tbk.;Mahkota Group,Indonesia,,MGRO,Pengembangan,3554445700,12 Jul 2018
NUSA.JK,Sinergi Megah Internusa Tbk.,NUSA;NUSA.JK;Sinergi Megah Internusa Tbk.;Sinergi Megah Internusa,Indonesia,,NUSA,Pemantauan Khusus,7700000148,12 Jul 2018
FILM.JK,MD Entertainment Tbk.,FILM;FILM.JK;MD Entertainment Tbk.;MD Entertainment,Indonesia,,FILM,Utama,10887566758,07 Agt 2018
ANDI.JK,Andira Agro Tbk.,ANDI;ANDI.JK;Andira Agro Tbk.;Andira Agro,Indonesia,,ANDI,Pemantauan Khusus,9350000000,16 Agt 2018
LAND.JK,Trimitra Propertindo Tbk.,LAND;LAND.JK;Trimitra Propertindo Tbk.;Trimitra Propertindo,Indonesia,,LAND,Pengembangan,2792620000,23 Agt 2018
MOLI.JK,Madusari Murni Indah Tbk.,MOLI;MOLI.JK;Madusari Murni Indah Tbk.;Madusari Murni Indah,Indonesia,,MOLI,Pengembangan,2724036581,30 Agt 2018
PANI.JK,Pantai Indah Kapuk Dua Tbk.,PANI;PANI.JK;Pantai Indah Kapuk Dua Tbk.;Pantai Indah Kapuk Dua,Indonesia,,PANI,Utama,18117025598,18 Sep 2018
DIGI.JK,Arkadia Digital Media Tbk.,DIGI;DIGI.JK;Arkadia Digital Media Tbk.;Arkadia Digital Media,Indonesia,,DIGI,Pemantauan Khusus,1625000000,18 Sep 2018
CITY.JK,Natura City Developments Tbk.,CITY;CITY.JK;Natura City Developments Tbk.;Natura City Developments,Indonesia,,CITY,Pengembangan,5405188966,28 Sep 2018
SAPX.JK,Satria Antaran Prima Tbk.,SAPX;SAPX.JK;Satria Antaran Prima Tbk.;Satria Antaran Prima,Indonesia,,SAPX,Pengembangan,833333300,03 Okt 2018
SURE.JK,Super Energy Tbk.,SURE;SURE.JK;Super Energy Tbk.;Super Energy,Indonesia,,SURE,Pengembangan,1497576771,05 Okt 2018
HKMU.JK,HK Metals Utama Tbk.,HKMU;HKMU.JK;HK Metals Utama Tbk.;HK Metals Utama,Indonesia,,HKMU,Pemantauan Khusus,3221750000,09 Okt 2018
MPRO.JK,Maha Properti Indonesia Tbk.,MPRO;MPRO.JK;Maha Properti Indonesia Tbk.;Maha Properti Indonesia,Indonesia,,MPRO,Pengembangan,9942500000,09 Okt 2018
DUCK.JK,Jaya Bersama Indo Tbk.,DUCK;DUCK.JK;Jaya Bersama Indo Tbk.;Jaya Bersama Indo,Indonesia,,DUCK,Pemantauan Khusus,1283330000,10 Okt 2018
GOOD.JK,Garudafood Putra Putri Jaya Tb,GOOD;GOOD.JK;Garudafood Putra Putri Jaya Tb,Indonesia,,GOOD,Utama,36897901455,10 Okt 2018
SKRN.JK,Superkrane Mitra Utama Tbk.,SKRN;SKRN.JK;Superkrane Mitra Utama Tbk.;Superkrane Mitra Utama,Indonesia,,SKRN,Utama,7500000000,11 Okt 2018
YELO.JK,Yelooo Integra Datanet Tbk.,YELO;YELO.JK;Yelooo Integra Datanet Tbk.;Yelooo Integra Datanet,Indonesia,,YELO,Pengembangan,1912774405,29 Okt 2018
CAKK.JK,Cahayaputra Asa Keramik Tbk.,CAKK;CAKK.JK;Cahayaputra Asa Keramik Tbk.;Cahayaputra Asa Keramik,Indonesia,,CAKK,Pengembangan,1203300219,31 Okt 2018
SATU.JK,Kota Satu Properti Tbk.,SATU;SATU.JK;Kota Satu Properti Tbk.;Kota Satu Properti,Indonesia,,SATU,Pengembangan,1375000000,05 Nov 2018
SOSS.JK,Shield On Service Tbk.,SOSS;SOSS.JK;Shield On Service Tbk.;Shield On Service,Indonesia,,SOSS,Pemantauan Khusus,974525743,06 Nov 2018
DEAL.JK,Dewata Freightinternational Tb,DEAL;DEAL.JK;Dewata Freightinternational Tb,Indonesia,,DEAL,Pemantauan Khusus,1146170959,11 Nov 2018
POLA.JK,Pool Advista Finance Tbk.,POLA;POLA.JK;Pool Advista Finance Tbk.;Pool Advista Finance,Indonesia,,POLA,Pengembangan,3351075600,16 Nov 2018
DIVA.JK,Distribusi Voucher Nusantara T,DIVA;DIVA.JK;Distribusi Voucher Nusantara T,Indonesia,,DIVA,Pengembangan,1428571400,27 Nov 2018
LUCK.JK,Sentral Mitra Informatika Tbk.,LUCK;LUCK.JK;Sentral Mitra Informatika Tbk.;Sentral Mitra Informatika,Indonesia,,LUCK,Pengembangan,715749640,28 Nov 2018
URBN.JK,Urban Jakarta Propertindo Tbk.,URBN;URBN.JK;Urban Jakarta Propertindo Tbk.;Urban Jakarta Propertindo,Indonesia,,URBN,Pemantauan Khusus,3232122640,10 Des 2018
SOTS.JK,Satria Mega Kencana Tbk.,SOTS;SOTS.JK;Satria Mega Kencana Tbk.;Satria Mega Kencana,Indonesia,,SOTS,Pengembangan,1000003979,10 Des 2018
ZONE.JK,Mega Perintis Tbk.,ZONE;ZONE.JK;Mega Perintis Tbk.;Mega Perintis,Indonesia,,ZONE,Pengembangan,870171478,12 Des 2018
PEHA.JK,Phapros Tbk.,PEHA;PEHA.JK;Phapros Tbk.;Phapros,Indonesia,,PEHA,Pengembangan,840000000,26 Des 2018
FOOD.JK,Sentra Food Indonesia Tbk.,FOOD;FOOD.JK;Sentra Food Indonesia Tbk.;Sentra Food Indonesia,Indonesia,,FOOD,Pemantauan Khusus,650000000,08 Jan 2019
BEEF.JK,Estika Tata Tiara Tbk.,BEEF;BEEF.JK;Estika Tata Tiara Tbk.;Estika Tata Tiara,Indonesia,,BEEF,Pengembangan,8120249598,10 Jan 2019
POLI.JK,Pollux Hotels Group Tbk.,POLI;POLI.JK;Pollux Hotels Group Tbk.;Pollux Hotels Group,Indonesia,,POLI,Pengembangan,2010526400,10 Jan 2019
